As1,As2,As3,As4,As5,As6,Final,Final1,Final2,Final3,Final4,Final5,Proj,Proj1,Qz1,Qz2,Qz3,Qz4,Qz5,Qz6,Qz7,Qz8,Mid1,Mid2
74.0,74.0,106.0,19.95,0.0,0.0,14.09,38.75,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,8.5,9.0,5.5,7.5,6.5,0.0,9.93,8.4
63.0,72.0,113.5,45.0,64.0,0.0,19.54,53.75,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,6.5,5.0,4.5,9.0,8.5,0.0,9.0,5.09
60.5,54.0,78.0,0.0,47.0,0.0,12.45,34.25,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,3.0,2.5,7.0,0.0,4.31,3.03
29.0,47.0,70.7,37.0,65.5,0.0,5.45,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.5,1.0,5.0,7.0,4.0,0.0,3.37,2.52
70.0,79.0,84.0,42.5,69.5,0.0,21.09,58.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,9.0,5.0,7.0,6.5,6.0,7.0,0.0,7.12,3.03
61.5,0.0,101.5,35.0,65.0,0.0,16.18,44.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.0,3.0,8.5,6.5,1.0,4.5,0.0,7.12,6.45
63.0,47.5,78.0,12.75,43.0,0.0,6.81,18.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.0,9.0,4.5,8.5,6.0,0.0,8.81,3.75
69.5,48.5,0.0,35.0,38.0,0.0,4.36,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,5.5,3.0,3.5,6.5,4.0,0.0,3.37,1.2
77.5,69.0,108.5,40.5,65.5,0.0,9.9,27.25,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.5,8.5,3.0,4.5,4.0,5.0,0.0,3.37,5.43
34.5,83.5,97.5,0.0,54.0,0.0,29.72,81.75,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,7.5,9.5,10.0,9.0,11.0,0.0,13.12,13.2
35.5,0.0,72.0,0.0,51.0,0.0,7.81,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.0,5.0,5.5,6.0,0.0,4.87,2.54
64.0,0.0,75.0,29.0,47.0,0.0,10.81,29.75,0.0,0.0,0.0,0.0,0.0,0.0,4.5,10.0,4.0,3.0,1.5,6.0,0.0,0.0,4.5,1.5
75.5,55.0,68.5,42.0,72.0,0.0,17.0,46.75,0.0,0.0,0.0,0.0,0.0,0.0,3.5,10.0,9.0,9.0,5.5,0.0,3.0,0.0,8.06,6.84
34.0,53.5,105.0,0.0,70.0,0.0,7.54,20.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,2.5,3.5,7.5,0.0,0.0,0.0,5.25,3.75
65.5,67.0,90.5,0.0,0.0,0.0,4.36,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,8.5,2.5,3.0,0.5,0.0,0.0,1.87,1.2
67.0,91.0,117.0,49.5,75.0,0.0,20.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,8.5,8.0,4.5,7.5,3.5,0.0,10.12,9.77
60.0,67.0,67.5,29.5,46.5,0.0,9.09,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,6.5,5.5,7.5,0.5,1.0,4.5,0.0,6.18,7.23
56.0,68.5,58.0,0.0,30.0,0.0,13.18,36.25,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,4.5,3.5,1.5,0.5,4.0,0.0,3.37,1.74
33.5,89.5,110.0,54.0,67.0,0.0,15.27,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,5.5,6.0,2.0,1.0,4.0,0.0,9.93,7.56
60.0,83.0,0.0,39.0,73.0,0.0,9.18,25.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,5.5,0.0,0.5,6.0,0.0,5.43,4.95
52.0,82.0,104.0,55.0,63.5,0.0,16.54,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.5,4.5,2.5,4.0,2.5,0.0,6.0,3.99
3.25,3.25,3.25,3.25,0.0,0.0,45.0,16.39,8.1,6.2,6.2,8.1,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,15.0,15.0
100.0,120.0,100.0,80.0,0.0,0.0,0.0,40.0,20.0,15.0,15.0,20.0,0.0,0.0,10.0,10.0,16.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.5,98.0,80.0,56.0,0.0,0.0,31.49,38.0,16.0,12.0,2.5,8.5,0.0,0.0,0.5,0.0,9.0,2.0,6.0,7.0,0.0,0.0,7.25,6.95
34.0,0.0,86.0,64.0,0.0,0.0,17.15,15.0,12.0,5.5,2.5,7.0,0.0,0.0,6.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,5.25,4.9
68.5,0.0,87.0,74.0,0.0,0.0,35.2,39.0,17.0,13.5,8.5,8.0,0.0,0.0,3.5,2.0,5.0,7.0,9.0,9.0,0.0,0.0,5.62,9.95
33.0,98.0,53.0,69.0,0.0,0.0,25.34,34.0,17.0,4.5,3.0,3.5,0.0,0.0,5.0,3.0,0.0,6.0,5.0,6.0,0.0,0.0,6.25,6.94
35.0,0.0,0.0,39.0,0.0,0.0,29.54,28.0,13.0,12.5,7.0,11.7,0.0,0.0,1.5,6.0,6.0,6.0,4.0,5.0,0.0,0.0,9.5,8.31
40.5,90.0,76.0,53.0,0.0,0.0,30.93,39.0,12.0,12.5,7.0,5.0,0.0,0.0,0.5,4.5,6.0,5.0,4.0,3.0,0.0,0.0,5.75,5.86
0.0,87.0,63.0,64.0,0.0,0.0,30.07,32.5,12.0,13.0,4.5,11.5,0.0,0.0,1.0,5.0,6.0,6.0,6.0,8.0,0.0,0.0,5.0,7.22
0.0,93.0,89.0,0.0,0.0,0.0,30.69,38.0,12.0,11.0,4.0,10.0,0.0,0.0,6.5,6.0,0.0,0.0,6.5,7.0,0.0,0.0,14.0,10.63
41.65,105.0,88.0,60.0,0.0,0.0,25.38,25.0,11.0,11.5,6.5,8.0,0.0,0.0,9.0,5.0,6.0,3.0,4.0,0.0,0.0,0.0,8.0,10.9
89.0,94.0,87.0,73.0,0.0,0.0,36.62,34.0,16.0,14.5,10.0,15.0,0.0,0.0,6.0,2.0,0.0,1.0,8.0,9.0,0.0,0.0,8.75,12.27
35.0,0.0,39.0,25.0,0.0,0.0,25.16,35.0,16.0,8.0,2.0,0.5,0.0,0.0,3.0,2.0,4.0,1.0,4.0,6.5,0.0,0.0,5.25,7.76
37.5,92.0,78.0,47.0,0.0,0.0,25.78,30.5,13.0,11.0,2.5,6.0,0.0,0.0,3.5,5.0,7.0,0.0,6.0,8.0,0.0,0.0,8.5,8.17
82.5,110.0,86.0,70.0,0.0,0.0,28.61,32.5,17.0,10.5,2.0,8.0,0.0,0.0,3.5,6.0,8.0,5.0,7.0,4.0,0.0,0.0,7.5,10.63
62.0,111.0,72.0,72.0,0.0,0.0,23.56,29.0,18.0,6.5,0.0,4.2,0.0,0.0,1.5,2.0,7.0,2.0,7.0,1.0,0.0,0.0,5.0,3.4
55.5,80.0,74.0,53.0,0.0,0.0,28.26,36.0,12.0,12.5,4.0,4.5,0.0,0.0,5.0,1.0,0.0,5.0,6.0,6.0,0.0,0.0,8.75,10.49
74.5,101.0,86.0,65.0,0.0,0.0,33.36,35.5,12.0,14.0,8.0,12.0,0.0,0.0,10.0,3.0,12.0,3.0,9.0,7.0,0.0,0.0,6.5,11.58
18.5,103.0,71.0,64.0,0.0,0.0,34.16,33.0,19.0,11.0,11.0,9.5,0.0,0.0,0.5,1.0,7.0,5.0,7.0,8.0,0.0,0.0,8.62,10.09
27.0,88.0,51.0,66.0,0.0,0.0,13.91,26.5,4.0,2.0,0.0,1.5,0.0,0.0,0.5,2.0,6.0,2.0,0.0,4.0,0.0,0.0,5.0,1.9
0.0,86.0,60.0,55.0,0.0,0.0,34.17,36.0,16.0,15.0,6.0,10.5,0.0,0.0,7.0,5.0,5.0,1.0,2.0,9.0,0.0,0.0,9.75,6.54
59.0,94.0,77.0,56.0,0.0,0.0,30.69,37.0,13.0,10.5,6.0,8.5,0.0,0.0,5.5,0.0,9.0,0.0,4.0,6.0,0.0,0.0,8.62,8.85
30.5,0.0,45.0,36.0,0.0,0.0,17.38,28.0,11.0,3.5,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,8.75,7.22
27.0,0.0,73.0,60.0,0.0,0.0,13.9,17.5,11.0,4.0,1.5,0.0,0.0,0.0,4.5,5.0,7.0,2.0,0.0,4.5,0.0,0.0,6.5,3.95
47.0,0.0,91.0,59.0,0.0,0.0,7.76,13.0,5.0,0.0,0.5,0.5,0.0,0.0,0.0,3.0,0.0,2.0,0.0,4.5,0.0,0.0,3.87,2.04
54.0,87.0,46.0,58.0,0.0,0.0,21.89,28.0,15.0,8.5,1.5,0.5,0.0,0.0,7.0,1.0,8.0,2.0,1.0,0.0,0.0,0.0,5.5,4.63
41.0,85.0,54.0,62.0,0.0,0.0,16.15,27.0,9.0,3.0,0.0,0.5,0.0,0.0,4.5,3.0,0.0,4.0,1.0,6.0,0.0,0.0,5.75,5.31
63.5,105.0,75.0,53.0,0.0,0.0,31.51,37.5,18.0,13.5,3.0,5.0,0.0,0.0,0.5,4.0,6.0,8.0,4.0,7.0,0.0,0.0,8.5,10.36
37.75,102.0,77.0,60.0,0.0,0.0,32.96,39.0,13.0,10.5,9.5,8.5,0.0,0.0,8.0,0.0,7.0,5.0,8.0,4.5,0.0,0.0,6.5,10.76
71.0,25.8,75.0,40.0,0.0,0.0,40.3,40.0,18.0,14.0,11.0,15.5,0.0,0.0,5.0,3.0,8.0,1.0,6.0,9.0,0.0,0.0,8.12,6.81
12.0,64.0,62.0,55.0,0.0,0.0,28.59,27.0,20.0,11.5,2.0,9.5,0.0,0.0,0.0,1.0,6.0,0.0,2.0,7.0,0.0,0.0,8.5,6.4
24.5,71.0,71.0,54.0,0.0,0.0,14.53,18.0,7.0,7.0,1.0,2.5,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,5.25,3.4
22.0,0.0,49.0,64.0,0.0,0.0,14.11,20.0,9.0,5.5,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,7.0,4.5,0.0,0.0,3.62,0.81
69.0,104.0,76.0,69.0,0.0,0.0,25.35,33.0,13.0,9.0,1.0,6.0,0.0,0.0,6.5,0.0,9.0,3.13,1.0,6.0,0.0,0.0,6.87,5.04
73.5,69.0,71.0,62.0,0.0,0.0,31.15,38.0,11.0,14.0,8.0,5.0,0.0,0.0,5.5,6.0,6.0,8.0,9.0,6.0,0.0,0.0,8.0,9.82
23.5,73.0,52.0,30.0,0.0,0.0,14.17,20.5,0.0,9.5,2.5,2.0,0.0,0.0,2.5,4.0,7.0,0.0,5.0,3.0,0.0,0.0,8.62,4.63
88.0,106.0,71.0,59.0,0.0,0.0,23.31,28.0,9.0,11.0,0.0,9.0,0.0,0.0,3.5,2.0,8.0,4.0,2.0,1.0,0.0,0.0,8.0,5.58
45.5,89.0,65.0,49.0,0.0,0.0,23.1,23.0,16.0,10.5,2.0,5.0,0.0,0.0,0.5,2.0,0.0,2.0,3.0,6.0,0.0,0.0,9.12,6.67
65.0,108.0,84.0,76.0,0.0,0.0,37.83,37.0,14.0,14.5,8.0,19.0,0.0,0.0,0.5,5.0,9.0,7.0,9.0,8.0,0.0,0.0,4.5,12.54
40.0,0.0,45.0,40.0,0.0,0.0,9.23,21.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.0,7.0,3.5,3.0,1.0,0.0,0.0,2.5,3.54
41.5,103.0,86.0,77.0,0.0,0.0,37.26,35.5,17.0,14.5,13.0,11.0,0.0,0.0,6.0,0.0,10.0,5.13,4.0,6.5,0.0,0.0,9.12,9.68
67.0,107.0,75.0,59.0,0.0,0.0,30.05,34.0,14.0,14.5,0.0,11.0,0.0,0.0,10.0,3.0,9.0,1.0,8.0,7.0,0.0,0.0,9.25,9.53
24.0,102.0,69.0,0.0,0.0,0.0,29.8,34.0,13.0,9.5,9.0,7.3,0.0,0.0,6.5,6.0,3.0,5.0,8.0,7.0,0.0,0.0,8.25,8.03
28.5,76.0,80.0,70.0,0.0,0.0,29.32,36.0,0.0,10.0,12.0,13.5,0.0,0.0,10.0,5.0,12.0,2.0,9.0,6.5,0.0,0.0,7.75,9.26
72.5,0.0,65.0,51.0,0.0,0.0,21.06,26.5,15.0,8.5,1.0,0.5,0.0,0.0,1.5,0.0,4.0,0.0,0.0,1.0,0.0,0.0,9.0,5.31
61.0,101.0,89.0,62.0,0.0,0.0,17.59,24.0,10.0,7.0,0.0,2.0,0.0,0.0,0.5,0.0,5.0,1.0,4.0,1.0,0.0,0.0,3.37,6.13
38.0,95.0,74.0,67.0,0.0,0.0,18.39,20.5,12.0,8.0,0.0,4.5,0.0,0.0,3.5,1.0,11.0,0.0,3.0,6.5,0.0,0.0,4.5,5.04
17.5,93.0,52.0,58.0,0.0,0.0,25.96,22.5,19.0,12.5,4.0,5.5,0.0,0.0,0.0,2.0,8.0,3.0,6.5,5.0,0.0,0.0,8.25,8.17
59.5,76.0,88.0,54.0,0.0,0.0,12.48,15.0,6.0,4.5,2.5,2.5,0.0,0.0,0.5,4.0,2.0,1.0,1.0,5.0,0.0,0.0,7.0,2.86
22.0,0.0,50.0,44.0,0.0,0.0,18.82,21.0,10.0,9.5,1.0,4.5,0.0,0.0,0.5,0.0,7.0,0.0,6.5,3.0,0.0,0.0,7.75,4.36
99.0,114.0,97.0,80.0,0.0,0.0,41.29,39.0,20.0,15.0,8.0,19.0,0.0,0.0,10.0,10.0,13.0,9.1,10.0,10.0,0.0,0.0,13.75,15.0
70.0,86.0,52.0,34.0,0.0,0.0,26.9,29.5,19.0,9.5,3.0,4.8,0.0,0.0,0.5,0.0,11.0,3.0,8.5,1.0,0.0,0.0,9.0,8.86
37.0,0.0,88.0,67.0,0.0,0.0,30.49,35.0,14.0,11.0,6.5,8.0,0.0,0.0,1.5,0.0,0.0,4.0,5.0,6.0,0.0,0.0,9.0,8.99
3.25,3.25,3.25,3.25,0.0,0.0,45.0,16.39,8.1,6.2,6.2,8.1,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,15.0,15.0
100.0,120.0,100.0,80.0,0.0,0.0,0.0,40.0,20.0,15.0,15.0,20.0,0.0,0.0,10.0,10.0,8.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.5,88.0,89.0,73.0,0.0,0.0,25.09,36.0,9.0,10.0,3.25,3.0,0.0,0.0,0.0,0.0,2.5,5.0,0.5,7.0,0.0,0.0,5.5,7.63
58.0,0.0,47.0,0.0,0.0,0.0,23.37,37.0,5.0,11.5,1.0,2.5,0.0,0.0,6.5,0.0,3.0,5.0,0.0,3.0,0.0,0.0,6.75,7.08
45.0,91.0,43.0,0.0,0.0,0.0,21.29,38.0,7.0,2.0,3.0,2.0,0.0,0.0,2.0,5.0,3.5,0.0,1.5,5.0,0.0,0.0,5.5,7.9
0.0,42.0,40.0,0.0,0.0,0.0,14.92,15.0,11.0,5.0,3.5,2.0,0.0,0.0,4.5,0.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,4.63
31.0,91.0,69.0,0.0,0.0,0.0,18.23,30.0,5.0,7.5,0.5,1.5,0.0,0.0,3.5,0.0,4.5,4.0,2.0,1.0,0.0,0.0,4.37,6.54
0.0,75.0,79.0,0.0,0.0,0.0,22.88,25.0,16.0,5.5,4.0,5.5,0.0,0.0,5.0,0.0,4.0,6.0,0.0,8.5,0.0,0.0,9.5,5.04
56.5,65.0,87.0,70.0,0.0,0.0,16.12,14.0,9.0,6.0,1.0,9.5,0.0,0.0,5.0,4.0,3.5,6.0,3.0,4.0,0.0,0.0,7.5,6.67
38.0,60.0,51.0,0.0,0.0,0.0,9.21,19.5,3.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.5,0.0,0.0,8.0,0.0,0.0,3.62,4.36
34.5,79.0,56.0,68.0,0.0,0.0,25.13,31.0,17.0,6.0,2.5,5.0,0.0,0.0,3.5,5.0,1.0,0.0,0.0,2.0,0.0,0.0,4.75,4.63
72.0,0.0,85.0,78.0,0.0,0.0,33.06,38.0,15.0,11.5,8.75,7.5,0.0,0.0,6.0,3.0,2.5,0.0,6.0,2.0,0.0,0.0,12.25,11.58
34.0,86.0,54.0,50.0,0.0,0.0,27.02,32.0,11.0,12.5,3.5,7.0,0.0,0.0,4.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,6.5,6.94
48.0,99.0,55.0,48.0,0.0,0.0,24.56,30.0,10.0,13.5,0.0,6.5,0.0,0.0,5.0,6.0,4.5,7.0,0.0,2.0,0.0,0.0,9.12,5.86
54.0,88.0,27.0,67.0,0.0,0.0,10.85,24.0,2.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,6.5,0.0,3.0,2.0,0.0,0.0,5.37,2.31
63.0,79.0,78.0,45.0,0.0,0.0,32.78,33.0,12.0,13.5,13.0,8.5,0.0,0.0,7.0,3.0,4.5,7.0,1.5,0.0,0.0,0.0,7.37,10.09
81.5,105.0,81.0,78.0,0.0,0.0,38.71,39.0,20.0,14.5,5.0,16.2,0.0,0.0,5.5,0.0,6.5,7.0,6.0,5.0,0.0,0.0,7.5,11.85
82.5,79.0,76.0,58.0,0.0,0.0,36.0,38.0,13.0,15.0,6.0,16.0,0.0,0.0,10.0,6.0,4.5,9.5,3.0,5.0,0.0,0.0,8.37,11.58
52.5,95.0,75.0,0.0,0.0,0.0,22.52,31.0,9.0,10.0,1.0,4.0,0.0,0.0,6.0,2.0,3.5,3.0,0.5,0.0,0.0,0.0,4.0,8.17
49.0,97.0,88.0,73.0,0.0,0.0,23.96,37.0,7.0,7.5,2.5,4.5,0.0,0.0,3.5,5.0,4.5,6.0,3.0,5.0,0.0,0.0,6.0,7.49
44.5,78.0,0.0,47.0,0.0,0.0,18.82,22.0,10.0,10.0,0.0,4.0,0.0,0.0,5.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,6.75,4.63
33.5,77.0,42.0,0.0,0.0,0.0,15.46,17.0,8.0,9.0,2.25,1.5,0.0,0.0,0.0,0.0,2.5,2.0,1.0,3.0,0.0,0.0,4.75,4.63
56.0,79.0,96.0,73.0,0.0,0.0,36.39,39.0,15.0,15.0,4.0,16.0,0.0,0.0,7.5,0.0,6.5,8.0,7.5,0.0,0.0,0.0,8.5,14.31
81.5,88.0,62.0,0.0,0.0,0.0,15.76,20.0,5.0,8.5,0.5,4.5,0.0,0.0,3.0,1.0,3.5,2.0,0.0,6.5,0.0,0.0,6.0,4.63
46.0,77.0,49.0,0.0,0.0,0.0,22.91,21.0,13.0,9.0,6.0,7.0,0.0,0.0,5.0,2.0,2.5,5.0,0.5,6.0,0.0,0.0,4.0,3.54
37.0,0.0,91.0,72.0,0.0,0.0,27.4,33.0,11.0,9.0,3.0,11.0,0.0,0.0,0.0,0.0,2.5,6.0,3.0,3.0,0.0,0.0,6.5,8.04
48.0,84.0,67.0,51.0,0.0,0.0,25.21,34.0,7.0,11.0,6.0,3.5,0.0,0.0,6.5,0.0,4.0,0.0,0.0,3.0,0.0,0.0,6.75,4.76
16.0,75.0,77.0,69.0,0.0,0.0,10.44,19.0,3.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,3.5,5.0,0.5,1.0,0.0,0.0,5.5,2.72
79.5,71.0,75.0,71.0,0.0,0.0,35.04,37.0,10.0,13.5,15.0,10.0,0.0,0.0,7.0,0.0,3.5,5.0,5.0,9.0,0.0,0.0,8.25,8.72
61.5,0.0,85.0,68.0,0.0,0.0,34.71,36.0,18.0,13.5,9.0,8.3,0.0,0.0,5.0,1.0,4.5,3.0,3.5,4.0,0.0,0.0,7.87,10.22
26.5,0.0,0.0,37.0,0.0,0.0,14.71,24.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.5,2.0,0.5,4.0,0.0,0.0,3.75,5.99
60.5,0.0,93.0,56.0,0.0,0.0,30.54,36.0,5.0,15.0,8.5,10.0,0.0,0.0,5.5,7.0,2.0,3.0,4.0,3.0,0.0,0.0,8.75,8.72
32.0,69.0,68.0,67.0,0.0,0.0,19.22,29.0,10.0,4.0,1.5,2.5,0.0,0.0,5.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.25,2.45
37.0,101.0,81.0,71.0,0.0,0.0,39.29,39.0,16.0,13.0,13.0,15.0,0.0,0.0,7.0,6.0,4.5,8.0,7.5,1.0,0.0,0.0,11.0,12.67
46.0,67.0,80.0,71.0,0.0,0.0,30.04,27.0,19.0,11.0,6.5,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,6.5,8.72
40.0,0.0,55.0,62.0,0.0,0.0,22.09,30.0,12.0,7.5,1.5,3.0,0.0,0.0,5.0,6.0,2.0,5.0,0.0,8.0,0.0,0.0,7.25,7.22
52.5,86.0,41.0,28.0,0.0,0.0,12.35,19.0,10.0,0.0,1.25,0.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.25,4.9
50.0,95.0,82.0,73.0,0.0,0.0,12.47,19.0,6.0,2.0,1.0,2.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.75,4.08
61.5,96.0,93.0,74.0,0.0,0.0,32.97,38.0,14.0,10.0,11.5,7.0,0.0,0.0,4.5,0.0,5.0,7.0,1.5,1.0,0.0,0.0,7.75,6.0
61.0,70.0,30.0,59.0,0.0,0.0,16.78,20.5,8.0,8.0,1.5,3.0,0.0,0.0,5.5,0.0,4.0,5.0,2.0,1.5,0.0,0.0,6.75,8.31
55.0,98.0,45.0,66.0,0.0,0.0,28.04,32.0,14.0,8.5,9.0,5.0,0.0,0.0,5.0,0.0,3.5,8.0,0.5,5.0,0.0,0.0,7.75,11.04
55.0,93.0,66.0,0.0,0.0,0.0,31.48,36.0,20.0,12.0,2.5,6.5,0.0,0.0,8.0,2.0,3.5,4.0,1.5,3.0,0.0,0.0,7.75,9.4
37.5,0.0,52.0,57.0,0.0,0.0,6.05,10.0,1.0,2.5,1.25,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,4.5,2.45
64.5,79.0,69.0,68.0,0.0,0.0,24.76,37.0,9.0,7.5,2.0,5.0,0.0,0.0,10.0,0.0,4.0,0.0,2.0,7.0,0.0,0.0,7.62,8.17
0.0,87.0,65.0,0.0,0.0,0.0,19.62,18.5,15.0,9.0,2.0,3.5,0.0,0.0,5.0,0.0,3.5,5.0,0.5,4.5,0.0,0.0,5.5,3.4
43.0,72.0,0.0,57.0,0.0,0.0,20.87,27.0,10.0,7.5,2.5,4.0,0.0,0.0,0.0,0.0,3.0,4.5,0.0,0.0,0.0,0.0,5.5,4.22
39.5,0.0,0.0,0.0,0.0,0.0,7.13,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0
72.5,90.0,82.0,72.0,0.0,0.0,30.3,37.0,11.0,12.5,6.0,7.5,0.0,0.0,10.0,6.0,1.5,8.0,2.5,5.0,0.0,0.0,7.25,10.49
0.0,0.0,0.0,0.0,0.0,0.0,10.41,15.5,9.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,7.37,2.72
70.5,92.0,73.0,61.0,0.0,0.0,28.27,35.0,7.0,14.0,5.0,8.0,0.0,0.0,1.5,7.0,3.0,0.0,1.0,4.0,0.0,0.0,8.25,7.08
41.5,0.0,88.0,72.0,0.0,0.0,23.17,36.0,5.0,9.5,4.5,1.5,0.0,0.0,6.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,8.62,5.58
32.0,96.0,77.0,66.0,0.0,0.0,24.18,33.0,6.0,13.5,2.0,4.5,0.0,0.0,0.0,0.0,3.5,6.0,2.5,0.0,0.0,0.0,7.12,8.17
43.5,0.0,75.0,71.0,0.0,0.0,23.54,26.5,8.0,8.0,7.5,7.5,0.0,0.0,0.0,2.0,1.5,2.0,0.5,4.0,0.0,0.0,6.5,7.76
